,titles,artists,release_date,genres,num_comments,num_likes,num_promos,follower_counts,lyric_lengths,song_length,tempo,time_signature,key,mode,valence,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness
1758,Inferno,Mrs. Green Apple,2019.07.18,J-POP,25,"8,674",0,"4,066",300,1.0094,117.01,4,1,0,0.591,0.779,0.679,-5.838,0.0993,0.0229,3.12e-05,0.115
1759,Gurenge,LiSA,2019.07.03,J-POP,165,"18,431",0,"7,521",200,1.208616667,134.025,4,4,0,0.178,0.622,0.124,-24.872,0.0369,0.717,0.838,0.095
1760,グランドエスケープ feat.三浦透子 / Grand Escape Feat. Toko Miura (Movie Edit),RADWIMPS (래드윔프스),2019.07.19,"애니메이션/웹툰, J-POP",112,"14,238",0,"22,289",67,3.130133333,146.047,4,4,1,0.632,0.524,0.532,-10.046,0.0383,0.509,0.722,0.152
1761,Pretender,OFFICIAL HIGE DANDISM,2019.09.11,J-POP,43,"11,142",0,"13,612",279,4.48955,172.984,4,9,1,0.365,0.433,0.959,-4.04,0.0431,0.000917,0.0,0.028
1762,Kaikai Kitan,Eve,2020.12.23,J-POP,164,"14,919",0,"6,152",226,3.690433333,92.502,4,5,0,0.606,0.584,0.911,-3.515,0.09,0.0119,0.0,0.119
1763,Natsune,Yuuri,2021.09.19,J-POP,22,"4,747",0,"7,049",49,3.986666667,170.066,4,11,1,0.656,0.47,0.572,-4.93,0.0329,0.178,0.0,0.221
1764,Plastic Love,Takeuchi Mariya,2008.05.21,J-POP,217,"15,957",0,"1,465",155,4.908216667,102.517,4,2,0,0.857,0.648,0.875,-5.141,0.034,0.0747,9.64e-05,0.196
1765,喜劇 / Comedy,Gen Hoshino (호시노 겐/星野 源),2022.04.11,J-POP,75,"11,062",0,"7,333",70,3.884183333,87.232,4,9,1,0.495,0.486,0.254,-17.966,0.0335,0.969,0.906,0.171
1766,Her Blue Sky,Aimyon,2019.10.04,J-POP,33,"4,873",0,"20,386",217,5.082216667,107.984,4,7,1,0.635,0.575,0.716,-1.97,0.033,0.184,0.0,0.31
1767,Subtitle,OFFICIAL HIGE DANDISM,2022.10.12,J-POP,53,"4,902",0,"13,612",275,5.091816667,130.0,4,6,1,0.381,0.649,0.683,-6.49,0.0424,0.0313,0.0,0.118
1768,Call Call Call!,세븐틴,2018.05.30,J-POP,245,"48,262",1,"261,542",175,3.331116667,129.931,4,5,0,0.642,0.619,0.887,-3.676,0.246,0.113,0.0,0.0741
1769,DREAM,세븐틴,2022.11.09,J-POP,135,"17,847",0,"261,542",91,4.296666667,120.151,4,0,1,0.789,0.828,0.492,-9.744,0.0276,0.0644,0.00428,0.128
1770,灰色と青 / Haiiroto Ao (잿빛과 푸름) (with Masaki Suda),Yonezu Kenshi,2017.11.03,J-POP,28,"8,196",0,"30,795",77,5.53645,80.952,4,4,1,0.387,0.522,0.597,-4.883,0.0295,0.345,0.0,0.103
1771,Kirari,Fujii Kaze,2021.05.03,J-POP,42,"8,127",0,"6,376",36,3.798216667,116.975,4,2,1,0.686,0.752,0.773,-6.842,0.0441,0.00704,0.0,0.374
1772,寄り酔い,和ぬか,2021.02.15,J-POP,82,"21,086",0,710,368,3.615983333,118.195,4,6,0,0.694,0.591,0.665,-6.525,0.153,0.14,0.00103,0.382
1773,群青,YOASOBI,2020.09.01,J-POP,44,"8,386",0,"14,886",314,4.133783333,134.991,4,10,1,0.707,0.725,0.853,-3.193,0.0516,0.305,0.0,0.115
1774,New Genesis (UTA from ONE PIECE FILM RED),Ado,2022.06.08,J-POP,24,"3,574",0,"3,200",95,3.803566667,175.003,4,7,1,0.421,0.494,0.986,-2.262,0.243,0.0505,4.41e-06,0.334
1775,115万キロのフィルム (115만 킬로의 필름),OFFICIAL HIGE DANDISM,2018.04.11,J-POP,70,"8,147",0,"13,612",179,5.41055,96.921,4,3,1,0.48,0.516,0.791,-1.927,0.0318,0.00345,0.0,0.141
1776,Aqua,Sakamoto Ryuichi,2010.11.10,J-POP,20,"3,352",0,"15,652",0,3.933683333,126.044,4,6,0,0.145,0.635,0.461,-9.46,0.0328,0.169,4.24e-06,0.0829
1777,ai no hana,Aimyon,2023.04.05,J-POP,10,752,0,"20,386",51,4.000733333,170.028,3,10,1,0.469,0.469,0.507,-6.21,0.0303,0.287,0.0,0.0773
1778,color,yama,2022.10.02,J-POP,29,"4,160",0,"2,301",226,3.77445,105.02,4,6,0,0.463,0.645,0.534,-10.8,0.0479,0.157,0.0,0.0863
1779,残酷な天使のテーゼ (잔혹한 천사의 테제) - TV 애니메이션 「신세기 에반게리온」 주제가,Takahashi Yoko,2018.09.14,J-POP,75,"11,914",0,302,186,4.097116667,128.192,4,0,0,0.544,0.697,0.633,-10.369,0.053,0.0239,0.000213,0.0922
1780,大丈夫 / We'll Be Alright (Movie Edit),RADWIMPS (래드윔프스),2019.07.19,"애니메이션/웹툰, J-POP",59,"9,611",0,"22,289",75,4.289066667,95.953,3,0,1,0.0617,0.374,0.474,-8.62,0.0317,0.0128,0.765,0.0914
1781,homura,LiSA,2020.10.14,J-POP,399,"19,668",0,"7,521",43,1.013933333,75.881,4,1,0,0.56,0.561,0.631,-4.813,0.037,0.195,0.0,0.245
1782,Shinigami,Yonezu Kenshi,2021.06.16,J-POP,30,"4,679",0,"30,795",74,2.65525,116.028,4,9,0,0.0768,0.632,0.691,-5.226,0.0603,0.00604,0.00149,0.19
1783,Loser,Yonezu Kenshi,2016.10.21,J-POP,29,"6,759",0,"30,795",79,3.916666667,85.387,4,2,1,0.786,0.654,0.611,-10.45,0.119,0.0337,0.000178,0.405
1784,Kakurenbo,Yuuri,2022.01.12,J-POP,5,"1,676",0,"7,049",148,4.518216667,156.023,4,9,1,0.31,0.669,0.505,-7.575,0.0649,0.417,0.0,0.124
1785,Futaba,Aimyon,2022.03.24,J-POP,13,"1,643",0,"20,386",211,4.620383333,111.984,4,5,1,0.664,0.6,0.794,-3.322,0.0323,0.0387,5.02e-06,0.414
1786,Imagination (애니메이션 '하이큐!!' 오프닝 테마곡),SPYAIR,2015.11.20,J-POP,124,"15,806",0,"13,341",56,3.906,134.981,4,0,1,0.371,0.567,0.585,-10.229,0.0272,0.019,0.872,0.0679
1787,Flamingo,Yonezu Kenshi,2019.03.15,J-POP,44,"8,302",0,"30,795",179,3.292133333,177.865,4,8,1,0.791,0.788,0.49,-6.29,0.511,0.311,0.0,0.0968
1788,Kirari,Fujii Kaze,2022.03.23,J-POP,10,"2,886",0,"6,376",142,3.798216667,116.975,4,2,1,0.686,0.752,0.773,-6.842,0.0441,0.00704,0.0,0.374
1789,"Ai Wo Tsutaetaidatoka (feat. Neetz & Ryohu) [""studio991"" Remix]",Aimyon,2018.05.10,J-POP,7,"2,864",0,"20,386",0,2.176916667,121.992,4,9,1,0.543,0.802,0.575,-7.505,0.1,0.0863,0.0,0.0698
1790,Ichizu,King Gnu,2021.12.10,J-POP,53,"6,817",0,"4,660",120,3.176783333,159.971,4,2,1,0.662,0.5,0.964,-4.19,0.124,0.00723,6.2e-05,0.0557
1791,Silhouette,Kana-Boon,2015.01.21,J-POP,48,"7,623",0,897,134,4.0,130.012,4,9,1,0.482,0.58,0.928,-8.449,0.238,0.00905,0.874,0.0966
1792,Queen of Hearts,IVE (아이브),2022.10.19,J-POP,36,"6,375",0,"70,338",44,3.115783333,149.94,4,10,0,0.815,0.666,0.847,-2.526,0.106,0.102,0.0,0.0702
1793,Mixed Nuts,OFFICIAL HIGE DANDISM,2022.04.15,J-POP,26,"5,006",0,"13,612",134,3.5573,150.094,4,6,1,0.784,0.542,0.918,-5.074,0.0937,0.0101,0.0,0.259
1794,POPPY (Japanese Ver.),STAYC(스테이씨),2022.11.16,J-POP,137,"6,668",0,"48,182",151,2.997783333,126.001,4,4,0,0.638,0.819,0.709,-5.351,0.0382,0.314,0.0,0.13
1795,Kataomoi,Aimer,2016.10.07,J-POP,62,"11,809",0,"11,288",154,3.612966667,92.088,4,2,1,0.852,0.624,0.352,-9.78,0.0414,0.62,0.0,0.126
1796,Ring,투모로우바이투게더,2022.08.24,J-POP,168,"17,768",0,"139,427",46,2.64045,104.111,4,7,1,0.784,0.659,0.585,-8.189,0.0288,0.623,0.000213,0.348
1797,LOVE DIVE -Japanese version-,IVE (아이브),2023.01.16,J-POP,29,"5,852",0,"70,338",50,2.953333333,118.026,4,1,0,0.512,0.694,0.713,-4.208,0.0445,0.00172,6.99e-05,0.319
1798,祝福,YOASOBI,2022.10.01,J-POP,12,"2,643",0,"14,886",195,3.270583333,170.045,4,4,0,0.541,0.553,0.958,-3.159,0.073,0.0186,3.08e-05,0.297
1799,Not Alone,세븐틴,2021.04.15,J-POP,338,"33,848",1,"261,543",65,3.08355,104.978,4,5,0,0.556,0.728,0.855,-4.911,0.0335,0.048,0.406,0.0548
1800,Desce Pro Play (PA PA PA),Mc Zaac,2020.06.26,"월드뮤직, 브라질",20,"9,306",0,37,93,2.80845,100.009,4,11,0,0.635,0.935,0.71,-5.085,0.158,0.0769,1.92e-06,0.173
1801,Despacito (Remix) (Feat. Justin Bieber),Luis Fonsi,2019.02.01,"월드뮤직, 라틴",45,"15,359",0,"3,310",132,3.813783333,178.085,4,2,1,0.816,0.653,0.816,-4.353,0.167,0.228,0.0,0.0967
1802,Reality,Vladimir Cosma,2014.12.31,월드뮤직,7,"5,215",0,161,48,2.641233333,122.08,4,9,1,0.527,0.731,0.639,-6.597,0.0359,0.0206,1.29e-05,0.0789
1803,You belong to me,Carla Bruni,2008.07.11,"월드뮤직, 샹송/프렌치팝",25,"20,821",0,"9,763",23,3.06445,109.22,3,3,1,0.326,0.577,0.0725,-20.774,0.0345,0.949,0.0,0.121
1804,One Summer Night (電影《秋霞》插曲),Chelsia Chan,1976.01.01,"월드뮤직, 중국음악",16,"4,114",0,372,41,3.02445,169.664,4,5,0,0.422,0.418,0.412,-7.83,0.032,0.604,0.000274,0.405
1805,Despacito (Feat. Darren Banje),Despacito,2017.06.27,월드뮤직,18,"7,010",0,85,108,3.80345,178.078,4,1,1,0.484,0.647,0.483,-9.681,0.0518,0.0431,0.7,0.237
1806,Yue Liang Dai Biao Wo De Xin,Teresa Teng,2007.01.01,"월드뮤직, 중국음악",44,"13,596",0,"1,686",38,3.438216667,78.09,4,1,1,0.349,0.447,0.32,-10.608,0.0294,0.848,0.0905,0.104
1807,Playlist,Mandark,2023.02.14,"월드뮤직, 중국음악",1,56,0,6,34,3.315366667,174.003,4,9,1,0.891,0.751,0.701,-5.782,0.252,0.124,0.0,0.0528
1808,TQG,Karol G,2023.02.24,"월드뮤직, 라틴",2,135,0,314,0,3.324,179.974,4,4,0,0.607,0.72,0.63,-3.547,0.277,0.673,0.0,0.0936
1809,Dreamers (Music from the FIFA World Cup Qatar 2022 Official Soundtrack) (Feat. FIFA Sound),정국,2022.12.09,월드뮤직,6,"3,287",0,"140,106",0,3.356516667,114.993,4,0,1,0.341,0.71,0.879,-4.218,0.0422,0.158,0.00142,0.439
1810,Danza Kuduro (Feat. Lucenzo),Don Omar,2010.01.01,월드뮤직,15,"2,587",0,340,0,3.24445,130.044,4,0,1,0.707,0.541,0.925,-6.338,0.184,0.0863,0.0,0.154
1811,小幸運 (나의 소녀시대 OST),Hebe Tien,2016.06.22,"월드뮤직, 중국음악",114,"31,042",0,577,51,4.425366667,157.916,4,0,1,0.506,0.519,0.412,-8.584,0.0365,0.75,0.0,0.101
1812,Tian Mi Mi,Teresa Teng,2007.01.01,"월드뮤직, 중국음악",41,"10,104",0,"1,686",32,3.470666667,127.881,4,2,1,0.417,0.651,0.352,-11.618,0.0344,0.559,0.0374,0.214
1813,Love Of The Past (당연정) (영웅본색 주제곡),장국영,2016.09.16,"월드뮤직, 중국음악",68,"7,781",0,"2,479",94,3.609416667,139.981,4,1,1,0.319,0.497,0.562,-4.746,0.0267,0.429,0.0,0.0864
1814,Nuit De Folie,Debut De Soiree,2009.02.01,"월드뮤직, 샹송/프렌치팝",3,"1,558",0,58,127,4.249333333,121.958,4,3,0,0.962,0.77,0.815,-10.093,0.041,0.0401,1.74e-06,0.0412
1815,BESO,Rosalia,2023.03.24,"월드뮤직, 라틴",1,87,0,"2,157",75,3.242383333,95.05,4,5,0,0.53,0.768,0.644,-6.671,0.136,0.736,0.000837,0.173
1816,Despacito,Luis Fonsi,2019.02.01,"월드뮤직, 라틴",4,"2,474",0,"3,310",96,3.822666667,177.928,4,2,1,0.839,0.655,0.797,-4.787,0.153,0.198,0.0,0.067
1817,My Jinji,Sunset Rollercoaster 落日飛車,2019.12.24,"월드뮤직, 중국음악",86,"12,358",0,"3,933",45,6.676,143.943,4,7,1,0.506,0.389,0.597,-8.436,0.0308,0.534,0.406,0.144
1818,月亮代表我的心 (월량대표아적심-저 달이 내 마음이에요),장국영,2007.11.09,"월드뮤직, 중국음악",17,"2,994",0,"2,479",0,4.044733333,85.097,4,0,1,0.451,0.756,0.328,-9.832,0.0344,0.745,0.0,0.0981
1819,Go Down Deh (feat. Shaggy and Sean Paul),Spice,2021.04.30,월드뮤직,9,"2,385",0,55,43,2.577783333,90.016,4,2,1,0.534,0.817,0.8,-4.475,0.108,0.12,3.9e-05,0.187
1820,Drinking On A Tuesday,Patrick Brasca,2021.12.14,"월드뮤직, 중국음악",0,343,0,25,0,3.27845,123.054,4,5,1,0.914,0.665,0.74,-5.705,0.0319,0.142,0.0,0.231
1821,Le plus beau du quartier,Carla Bruni,2002.11.05,"월드뮤직, 샹송/프렌치팝",9,"10,233",0,"9,763",62,3.540216667,115.977,4,9,1,0.607,0.757,0.315,-8.433,0.048,0.865,1.04e-05,0.122
1822,Bicycle Ride,Vybz Kartel & Bunji Garlin,2018.01.24,월드뮤직,2,"1,018",0,6,0,2.87925,130.066,4,1,0,0.844,0.897,0.834,-3.854,0.0549,0.551,0.0401,0.142
1823,Hang On Little Tomato,Pink Martini,2012.01.06,월드뮤직,2,"5,487",0,"3,879",32,3.28155,92.89,4,5,1,0.537,0.519,0.2,-10.973,0.0434,0.946,2.14e-06,0.107
1824,"Non, Je Ne Regrette Rien",Edith Piaf,2007.10.08,"월드뮤직, 샹송/프렌치팝",15,"4,673",0,"3,309",51,2.371333333,87.018,4,7,1,0.435,0.382,0.354,-6.595,0.0289,0.858,3.11e-06,0.168
1825,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,2023.01.11,"월드뮤직, 라틴",5,262,0,33,84,3.63815,122.104,4,2,0,0.498,0.778,0.632,-5.6,0.0493,0.274,0.0,0.0915
1826,Funny Midnight Sun,Mr.Miss,2016.11.15,"월드뮤직, 중국음악",1,59,0,3,21,3.390733333,119.962,4,5,1,0.434,0.771,0.267,-11.577,0.0391,0.854,0.000208,0.122
1827,buzz cut,Gareth.T,2022.09.16,"월드뮤직, 중국음악",4,296,0,269,58,3.646266667,146.956,4,11,1,0.866,0.636,0.845,-6.432,0.0504,0.0342,1.8e-06,0.174
1828,Santa Tell Me,Elsa Esnoult,2020.12.01,"월드뮤직, 샹송/프렌치팝",3,"1,361",0,20,0,3.40155,191.9,4,7,1,0.591,0.525,0.621,-7.364,0.116,0.0489,0.0,0.294
1829,La Vie En Rose (장미 빛 인생),Edith Piaf,2011.10.21,"월드뮤직, 샹송/프렌치팝",7,"4,702",0,"3,309",40,3.6499,115.978,4,9,0,0.621,0.699,0.907,-1.208,0.0544,0.0868,0.0,0.115
1830,Lover's Concerto,진혜림,1999.01,"월드뮤직, 중국음악",8,"3,071",0,270,32,3.065116667,202.88,4,0,1,0.333,0.416,0.0993,-19.388,0.0696,0.978,0.000118,0.234
1831,Hawái (Remix),Maluma,2020.11.05,"월드뮤직, 라틴",27,"4,031",1,807,90,3.341366667,179.984,4,6,0,0.609,0.766,0.788,-3.128,0.312,0.105,5.81e-06,0.142
1832,Over And Over (Roule S'Enroule),Nana Mouskouri,2001.05.22,월드뮤직,2,"1,298",0,"1,191",65,4.840583333,138.042,3,2,1,0.126,0.386,0.413,-6.978,0.0295,0.302,0.0,0.623
1833,I Know You Know I Love You,Sunset Rollercoaster 落日飛車,2011.09.22,"월드뮤직, 중국음악",17,"4,202",0,"3,933",19,2.01155,143.94,4,4,1,0.626,0.764,0.186,-14.824,0.0799,0.816,0.0223,0.113
1834,telepatía,Kali Uchis,2020.12.04,"월드뮤직, 라틴",30,"3,755",1,"2,559",55,2.66985,83.97,4,11,0,0.553,0.653,0.524,-9.016,0.0502,0.112,0.0,0.203
1835,Con Calma (Feat. Snow),Daddy Yankee,2019.01.24,"월드뮤직, 라틴",15,"2,368",0,"1,048",120,3.22045,93.989,4,8,0,0.656,0.737,0.86,-2.652,0.0593,0.11,1.94e-06,0.0574
1836,BIZCOCHITO,Rosalia,2022.03.18,"월드뮤직, 라틴",7,797,0,"2,157",72,1.818666667,116.972,4,1,1,0.781,0.93,0.774,-4.203,0.0744,0.605,0.0238,0.12
1837,Magic In The Air (Feat. Ahmed Chawki),Magic System,2014.05.19,월드뮤직,11,"1,124",0,31,60,3.894883333,128.056,4,2,1,0.884,0.621,0.907,-3.923,0.0474,0.091,0.0,0.067
1838,Hey Baby,Claude Bolling,2017.03.06,월드뮤직,0,205,0,"1,838",0,3.90755,128.024,4,10,0,0.762,0.595,0.912,-3.428,0.0884,0.0434,0.0,0.259
1839,Love Letter,G9,2020.05.14,"월드뮤직, 중국음악",4,"1,149",0,65,0,2.880883333,92.013,4,7,1,0.425,0.791,0.51,-13.994,0.259,0.0158,0.0,0.0858
1840,Por Una Cabeza (영화 '여인의 향기' 주제곡),Orientango,2011.11.16,"월드뮤직, 탱고/플라멩코",7,"3,367",0,609,0,3.852666667,118.069,4,7,0,0.429,0.349,0.134,-21.963,0.0505,0.821,0.0487,0.0464
1841,Un Roman D'amitie,Elsa,1988,"월드뮤직, 샹송/프렌치팝",7,"2,773",0,584,62,4.402216667,138.013,4,5,1,0.248,0.576,0.389,-10.077,0.028,0.593,6.65e-06,0.125
1842,L'amour,Carla Bruni,2002.11.05,"월드뮤직, 샹송/프렌치팝",3,"2,297",0,"9,763",36,4.034216667,139.052,4,7,1,0.743,0.638,0.877,-4.449,0.0302,0.0771,0.0221,0.364
1843,Calm Down,Rema,2022.02.11,월드뮤직,2,233,0,239,0,3.988633333,106.999,4,11,1,0.802,0.801,0.806,-5.206,0.0381,0.382,0.000669,0.114
1844,Phantom,WayV,2022.12.28,"월드뮤직, 중국음악",56,"2,474",3,"22,339",111,3.3,160.004,4,1,1,0.658,0.666,0.777,-8.775,0.086,0.00017,0.804,0.106
1845,Quelqu'un m'a dit,Carla Bruni,2002.11.05,"월드뮤직, 샹송/프렌치팝",7,"3,813",0,"9,763",42,2.81045,133.281,3,10,1,0.389,0.611,0.428,-10.723,0.0474,0.834,0.00517,0.113
1846,Kick Back (Korean Ver.),WayV,2021.03.10,"월드뮤직, 중국음악",97,"9,463",0,"22,339",126,3.846216667,89.989,4,2,1,0.362,0.61,0.845,-3.126,0.0879,0.0164,0.0,0.0804
1847,Hey Mama,DJ Tokeo,2017.08.04,월드뮤직,0,563,-1,12,0,3.209333333,85.979,4,9,1,0.525,0.596,0.73,-4.091,0.151,0.24,0.0,0.325
1848,海城 (Hai Cheng),디에잇 (SEVENTEEN),2022.03.18,"월드뮤직, 중국음악",91,"11,039",2,"23,730",52,9.000833333,131.7,5,9,0,0.242,0.35,0.143,-16.998,0.0406,0.866,0.716,0.0731
1849,Comment Te Dire Adieu (Remasterise En 2016),Francoise Hardy,2016.09.23,"월드뮤직, 샹송/프렌치팝",6,"3,763",0,"1,280",32,2.475116667,124.058,4,10,0,0.931,0.711,0.586,-9.78,0.0514,0.435,6.48e-06,0.15
1850,I LOVE YOU,Kevin Rater,2020.07.29,월드뮤직,2,677,0,16,20,2.670666667,75.977,4,10,1,0.466,0.575,0.648,-4.891,0.0358,0.583,0.0,0.115
1851,Eres Tu,Mocedades,-,"월드뮤직, 라틴",8,"2,333",0,120,51,3.804216667,188.155,4,2,1,0.48,0.603,0.31,-10.843,0.0447,0.793,0.0,0.108
1852,Arranca (Feat. Omega),Becky G,2023.03.10,"월드뮤직, 라틴",0,98,0,"2,746",67,2.775483333,117.999,4,0,0,0.856,0.931,0.793,-4.666,0.133,0.0378,4.63e-06,0.0748
1853,A Thousand Dreams Of You,장국영,1995.04.01,"월드뮤직, 중국음악",11,"2,211",0,"2,479",18,3.526,107.57,4,0,1,0.488,0.71,0.228,-14.628,0.0397,0.788,0.0241,0.0774
1854,Lambada (Original Version 1989),Kaoma,1989.05.18,"월드뮤직, 브라질",3,185,0,51,0,3.457783333,118.924,4,5,1,0.967,0.756,0.8,-5.158,0.0329,0.211,0.000724,0.0466
1855,You Are,柯智棠,2018.08.02,"월드뮤직, 중국음악",0,129,0,10,37,3.405433333,171.006,3,10,1,0.22,0.329,0.235,-7.699,0.0303,0.918,0.0,0.137
1856,铃芽之旅(스즈메의 문단속),Zhou Shen,2023.03.24,"월드뮤직, 중국음악",0,48,0,98,51,2.12555,84.528,4,5,0,0.119,0.195,0.0605,-28.516,0.0394,0.93,0.674,0.376
1857,"Quando, Quando, Quando (2004 - Remaster) (드라마 ‘우리들의 블루스’ 삽입곡)",Tony Renis,2007.01.30,월드뮤직,3,847,0,19,0,4.73955,116.042,4,9,1,0.577,0.643,0.427,-9.196,0.0391,0.778,9.49e-05,0.136
1858,Tango (류이치 사카모토),Orientango,2005.07.06,"클래식, 크로스오버, 월드뮤직",4,925,0,609,0,4.670666667,101.023,4,10,1,0.399,0.591,0.42,-12.315,0.0274,0.802,0.254,0.118
1859,"No Woman, No Cry",Bob Marley,1974,"월드뮤직, 레게",9,"3,418",0,"2,320",60,7.13,77.589,4,1,1,0.587,0.655,0.675,-9.352,0.0599,0.272,0.0236,0.727
1860,The Wisp Sings,Winter Aid,2013.11.11,월드뮤직,16,"3,168",0,210,32,5.220883333,115.43,4,4,1,0.0479,0.521,0.0889,-19.457,0.0507,0.988,0.182,0.0965
1861,Hey!,Julio Iglesias,1980,월드뮤직,4,"1,205",0,501,55,1.925933333,134.978,4,2,1,0.725,0.912,0.507,-11.952,0.0587,0.579,0.0,0.167
1862,Rubia,Zhou Shen,2021.01.29,"월드뮤직, 중국음악",5,356,0,98,44,3.24265,135.97,4,8,1,0.123,0.518,0.275,-7.322,0.035,0.458,0.0,0.107
1863,Sex Bomb (팬택앤큐리텔 CF '회전목마' 보아편),Max Raabe,2000.01.01,월드뮤직,7,"1,477",0,216,44,3.53155,122.979,4,8,0,0.932,0.801,0.876,-3.94,0.0446,0.144,1.38e-05,0.104
1864,Tití Me Preguntó (Explicit Ver.),Bad Bunny,2022.05.06,"월드뮤직, 라틴",11,490,0,"1,148",91,3.062333333,143.647,4,6,1,0.342,0.606,0.848,-6.162,0.207,0.0311,0.00242,0.204
1865,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,2022.02.10,"월드뮤직, 라틴",4,620,0,782,85,3.358766667,94.968,4,1,0,0.794,0.792,0.895,-3.112,0.0589,0.165,0.0,0.0501
1866,月亮代表我的心 (월량대표아적심-저 달이 내 마음이에요),장국영,1998.08.01,"월드뮤직, 중국음악",1,404,-1,"2,479",0,4.044733333,85.097,4,0,1,0.451,0.756,0.328,-9.832,0.0344,0.745,0.0,0.0981
1867,L'hymne A L'amour (사랑의 찬가),Edith Piaf,2011.10.21,"월드뮤직, 샹송/프렌치팝",18,"2,054",0,"3,309",32,3.912416667,131.061,4,5,1,0.151,0.45,0.271,-9.891,0.0341,0.981,2.29e-05,0.113
1868,Graduation Tears (From ”Chelsia My Love”),Chelsia Chan,1992.01.01,"월드뮤직, 중국음악",4,"1,874",0,372,30,2.264,73.583,4,3,1,0.419,0.573,0.415,-7.128,0.027,0.895,0.000643,0.169
1869,"You Call It Love, Pt. 1",Vladimir Cosma,2014.12.31,월드뮤직,1,368,0,161,0,4.97955,174.071,4,8,1,0.319,0.506,0.316,-13.498,0.0286,0.733,1.51e-06,0.0912
1870,Calm Down,Rema,2022.03.24,월드뮤직,0,186,0,239,0,3.988633333,106.999,4,11,1,0.802,0.801,0.806,-5.206,0.0381,0.382,0.000669,0.114
1871,Ballar Ur (WBN Remix),Mange Makers,2021.06.04,월드뮤직,0,52,-1,0,0,2.90535,127.989,4,8,0,0.539,0.702,0.866,-5.004,0.146,0.0222,0.0,0.279
1872,Wellerman,Santiano,2021.02.19,월드뮤직,4,400,0,33,68,2.588883333,191.903,4,3,1,0.792,0.675,0.359,-5.157,0.108,0.614,0.0,0.137
1873,Go Down Deh (feat. Shaggy and Sean Paul),Spice,2021.08.06,"월드뮤직, 레게",3,"1,263",0,55,0,2.577783333,90.016,4,2,1,0.534,0.817,0.8,-4.475,0.108,0.12,3.9e-05,0.187
1874,Danza Kuduro,Don Omar,2012.05.30,"월드뮤직, 라틴",1,668,0,340,54,3.312883333,88.917,3,0,1,0.878,0.4,0.915,-4.89,0.28,0.0846,0.0,0.0503
1875,boyfriend material,Gareth.T,2022.05.20,"월드뮤직, 중국음악",1,153,0,269,68,2.504966667,144.926,4,4,1,0.913,0.794,0.454,-7.848,0.0477,0.445,0.0,0.127
1876,DESPECHÁ,Rosalia,2022.07.28,"월드뮤직, 라틴",2,373,0,"2,157",76,2.613133333,130.04,4,7,1,0.77,0.914,0.622,-6.538,0.0892,0.146,1.68e-05,0.0632
1877,Give It to Me (Club Remix),Japa Dollar,2016.08.01,월드뮤직,2,173,-2,1,0,2.551,124.992,4,7,1,0.457,0.836,0.86,-6.902,0.12,0.169,0.00143,0.179
1878,Si llego a besarte,Omara Portuondo,2004.07.12,월드뮤직,38,"2,328",0,839,0,3.32,112.923,4,8,1,0.432,0.461,0.292,-14.804,0.0372,0.41,0.000928,0.2
1879,Little French Song,Carla Bruni,2013.01.01,"월드뮤직, 샹송/프렌치팝",4,"1,884",0,"9,763",70,2.928,112.072,4,11,1,0.502,0.834,0.409,-6.601,0.054,0.892,0.0,0.0999
1880,Nothing's Gonna Change My Love For You,Shania Yan,2021.09.10,"월드뮤직, 중국음악",1,800,0,64,0,4.04465,136.628,4,1,1,0.345,0.553,0.614,-5.098,0.0306,0.764,0.0,0.0811
1881,告白氣球 (Gao Bai Qi Qiu / Confessing Balloons),주걸륜,2016.07.08,"월드뮤직, 중국음악",36,"4,184",0,"4,010",34,3.585783333,179.989,4,11,1,0.448,0.59,0.572,-7.658,0.0379,0.192,0.0,0.109
1882,Vanilla,Sunset Rollercoaster 落日飛車,2019.12.24,"월드뮤직, 중국음악",15,"2,084",0,"3,933",34,4.140633333,96.061,4,11,1,0.801,0.633,0.761,-7.097,0.034,0.0502,0.00114,0.638
1883,芒种,音阙诗听,2019.06.06,"월드뮤직, 중국음악",11,"1,636",0,28,112,3.6,99.981,4,8,1,0.548,0.781,0.656,-5.862,0.031,0.723,0.0689,0.114
1884,small world,Gareth.T,2022.05.20,"월드뮤직, 중국음악",1,55,0,269,40,4.528883333,78.267,4,5,1,0.515,0.516,0.546,-9.105,0.249,0.814,4.5e-06,0.0995
1885,C'est La Vie,Cheb Khaled,2012.05.17,월드뮤직,3,433,0,24,0,2.669366667,142.128,4,9,1,0.774,0.888,0.778,-3.671,0.0945,0.0566,0.0,0.0653
1886,Three Little Birds,Bob Marley,2004.03.16,"월드뮤직, 레게",2,491,0,"2,320",37,3.00445,74.126,4,9,1,0.627,0.826,0.49,-10.477,0.0676,0.00916,4.41e-06,0.0415
1887,Tú,Maye,2019.09.06,"월드뮤직, 라틴",19,"1,434",0,852,94,2.79645,122.005,4,8,0,0.566,0.821,0.696,-5.796,0.043,0.315,1.07e-05,0.157
1888,Enfance 80,Videoclub,2020.05.01,"월드뮤직, 샹송/프렌치팝",7,504,0,353,49,3.710916667,100.026,4,11,1,0.327,0.661,0.564,-8.543,0.0238,0.077,0.000312,0.112
